accident_index,longitude,latitude,number_of_vehicles,number_of_casualties,date,time,road_type,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,age_group_of_casualty,type,year,label,name,is_surveyed,num_collisions_dimitri,distance_to_collision,project,num_collisions_bexley,avg_four_peak_adpv2,max_one_hour_adpv2
a2017010040939,0.162641,51.474435,1.0,1.0,2017-02-06,13:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,17.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010038604,0.08603,51.43023,1.0,1.0,2017-05-20,10:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,2.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010037750,0.173379,51.451934,1.0,1.0,2017-05-16,07:51,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,25.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010037510,0.181197,51.474002,1.0,1.0,2017-05-15,21:07,Dual carriageway,40.0,Roundabout,Central refuge,Darkness: street lights present but unlit,1.0,Dry,Male,48.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010036837,0.134942,51.457946,1.0,1.0,2017-11-05,13:50,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,44.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010036526,0.160003,51.436893,1.0,1.0,2017-10-05,13:12,Dual carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,26.0,Slight,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010036331,0.176169,51.4803,1.0,1.0,2017-09-05,20:14,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,1.0,Dry,Male,21.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010036103,0.176963,51.454656,1.0,1.0,2017-08-05,15:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,9.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010036019,0.155581,51.452982,1.0,1.0,2017-08-05,08:28,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,15.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010034323,0.118005,51.418594,1.0,1.0,2017-04-27,17:04,Single carriageway,30.0,Other,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,14.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010033903,0.121037,51.496419,1.0,1.0,2017-04-25,15:30,Dual carriageway,40.0,Roundabout,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010033714,0.14189,51.467982,1.0,1.0,2017-04-24,20:40,Roundabout,30.0,Roundabout,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Male,34.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010033591,0.174268,51.470623,1.0,1.0,2017-04-24,07:20,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,13.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010032976,0.153048,51.460313,1.0,2.0,2017-04-20,17:30,Dual carriageway,30.0,Not at or within 20 metres of junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,55.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010030976,0.133152,51.490534,1.0,1.0,2017-07-04,16:54,Single carriageway,30.0,T or staggered junction,Central refuge,Daylight,1.0,Dry,Male,5.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010030159,0.111565,51.459809,1.0,1.0,2017-04-04,15:20,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,0.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010029136,0.151605,51.490826,1.0,1.0,2017-03-24,08:19,Single carriageway,30.0,Junction more than four arms,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,6.0,Slight,On footway or verge,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010028872,0.147257,51.456552,1.0,1.0,2017-03-29,15:45,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,On footway or verge,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010028729,0.169559,51.47152,1.0,1.0,2017-03-19,12:05,Single carriageway,30.0,Not at or within 20 metres of junction,Central refuge,Daylight,9.0,Unknown,Female,56.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010028716,0.180729,51.470233,1.0,1.0,2017-03-21,16:15,Dual carriageway,40.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Female,18.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010028461,0.143907,51.455714,1.0,1.0,2017-03-28,07:49,One-way street,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010024083,0.118798,51.460578,1.0,1.0,2017-09-03,19:07,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,95.0,Fatal,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010023749,0.102997,51.433164,1.0,1.0,2017-08-03,09:45,Single carriageway,30.0,Crossroads,Pedestrian phase,Daylight,1.0,Wet,Male,53.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010023567,0.11205,51.414205,1.0,1.0,2017-07-03,14:54,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,79.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010023384,0.0913,51.432204,1.0,1.0,2017-02-03,08:55,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,46.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010023107,0.111376,51.461971,1.0,1.0,2017-06-03,07:49,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,70.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010020706,0.091279,51.456935,1.0,1.0,2017-02-24,08:18,Dual carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010018665,0.181261,51.47535,4.0,1.0,2017-02-15,20:05,Dual carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Darkness: street lights present and lit,1.0,Wet,Male,34.0,Serious,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010018182,0.122455,51.489738,1.0,1.0,2017-01-28,20:15,One-way street,30.0,Slip road,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Female,26.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010017508,0.137806,51.457625,1.0,1.0,2017-10-02,18:40,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Darkness: street lights present and lit,3.0,Wet,Male,70.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010016972,0.101802,51.435344,1.0,1.0,2017-08-02,15:07,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,15.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010016725,0.122289,51.510965,1.0,1.0,2017-07-02,22:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,26.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010016308,0.10153,51.426265,1.0,1.0,2017-03-02,07:30,Unknown,30.0,Not at or within 20 metres of junction,Unknown,Daylight,9.0,Unknown,Male,15.0,Slight,Unknown,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010016048,0.147095,51.465369,1.0,1.0,2017-03-02,17:45,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Female,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010015541,0.134515,51.458044,1.0,1.0,2017-01-02,09:04,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,2.0,Wet,Female,61.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010014926,0.187346,51.464085,1.0,1.0,2017-01-28,18:23,Dual carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Male,12.0,Serious,"In centre of carriageway, not on refuge",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010013061,0.104232,51.425587,1.0,1.0,2017-01-20,16:52,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,30.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010012674,0.153145,51.456265,1.0,1.0,2017-01-19,08:10,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,15.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010011112,0.145711,51.442012,1.0,1.0,2017-11-01,17:50,Single carriageway,20.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,76.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010010795,0.141272,51.451716,1.0,1.0,2017-04-01,07:30,Unknown,30.0,T or staggered junction,Central refuge,Daylight,9.0,Unknown,Female,56.0,Slight,On refuge or central island,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010010225,0.110491,51.467742,1.0,1.0,2017-06-01,17:10,Single carriageway,30.0,Other,Zebra Crossing,Darkness: street lights present and lit,2.0,Wet,Female,69.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
,0.122396,51.461132,,,,,,,,,,,,,,,,,School,,Aspire Academy Bexley,Aspire Academy Bexley,0.0,0.0,27.795661349273253,,,,
,0.161898857,51.46926608,,,,,,,,,,,,,,,,,School,,Barnehurst Federation,Barnehurst Federation,1.0,0.0,225.99936047732425,,,,
,0.124396823,51.46446692,,,,,,,,,,,,,,,,,School,,Barrington Primary School,Barrington Primary School,0.0,0.0,91.659990418199,,,,
,0.134135,51.479481,,,,,,,,,,,,,,,,,School,,Bedonwell Infant and Junior Schools,Bedonwell Infant and Junior Schools,1.0,0.0,298.91444237976174,,,,
,0.148948,51.472502966926186,,,,,,,,,,,,,,,,,School,,Belmont Academy,Belmont Academy,0.0,0.0,242.80290986574846,,,,
,0.158532669,51.49082895,,,,,,,,,,,,,,,,,School,,Belvedere Infant School and Junior School,Belvedere Infant School and Junior School,1.0,0.0,84.86186491606851,,,,
,0.100350119,51.42836068,,,,,,,,,,,,,,,,,School,,Benedict House Preparatory School,Benedict House Preparatory School,0.0,0.0,81.12592949142751,,,,
,0.150747,51.44656,,,,,,,,,,,,,,,,,School,,Beths Grammar School,Beths Grammar School,0.0,0.0,87.0602295094773,,,,
,0.108472,51.456744,,,,,,,,,,,,,,,,,School,,Bexley Grammar School,Bexley Grammar School,0.0,0.0,403.1096893991137,,,,
,0.14524,51.459547,,,,,,,,,,,,,,,,,School,,Bexleyheath Academy,Bexleyheath Academy,0.0,0.0,193.68304015477972,,,,
,0.105806,51.431935,,,,,,,,,,,,,,,,,School,,Birkbeck Primary School,Birkbeck Primary School,1.0,0.0,172.02154117492975,,,,
,0.088536476,51.45952255,,,,,,,,,,,,,,,,,School,,Bishop Ridley CofE VA Primary School,Bishop Ridley CofE VA Primary School,0.0,0.0,76.46549628717939,,,,
,0.111937,51.449172,,,,,,,,,,,,,,,,,School,,Blackfen School for Girls,Blackfen School for Girls,0.0,0.0,27.842373155466884,,,,
,0.128393193,51.46693697,,,,,,,,,,,,,,,,,School,,Brampton Primary Academy,Brampton Primary Academy,0.0,0.0,223.6151550289675,,,,
,0.143900655,51.47999028,,,,,,,,,,,,,,,,,School,,Break Through,Break Through,0.0,0.0,192.8844984076218,,,,
,0.100789,51.437654,,,,,,,,,,,,,,,,,School,,Burnt Oak Junior School,Burnt Oak Junior School,1.0,0.0,120.27640003994776,,,,
,0.153055545,51.46730156,,,,,,,,,,,,,,,,,School,,Bursted Wood Primary School,Bursted Wood Primary School,0.0,0.0,208.45418070240402,,,,
,0.12135,51.510298,,,,,,,,,,,,,,,,,School,,Castilion Primary School,Castilion Primary School,0.0,0.0,44.06962043174414,,,,
,0.105285746,51.44011923,,,,,,,,,,,,,,,,,School,,Chatsworth Infant School,Chatsworth Infant School,0.0,0.0,500.0230224523738,,,,
,0.107782,51.435793,,,,,,,,,,,,,,,,,School,,Chislehurst and Sidcup Grammar School,Chislehurst and Sidcup Grammar School,0.0,0.0,406.20391615223434,,,,
,0.170785483,51.47779773,,,,,,,,,,,,,,,,,School,,Christ Church Erith CofE Primary School,Christ Church Erith CofE Primary School,0.0,1.0,236.67016511784408,,,,
,0.119112061,51.4282914,,,,,,,,,,,,,,,,,School,,Cleeve Meadow School,Cleeve Meadow School,0.0,0.0,232.10646747936084,,,,
,0.119503649,51.42880954,,,,,,,,,,,,,,,,,School,,Cleeve Park School,Cleeve Park School,0.0,0.0,171.37482280675727,,,,
,0.156402167,51.48912297,,,,,,,,,,,,,,,,,School,,Cornerstone School,Cornerstone School,0.0,0.0,134.03383366733516,,,,
,0.126577367,51.45799267,,,,,,,,,,,,,,,,,School,,Crook Log Primary School,Crook Log Primary School,0.0,0.0,84.48591020340271,,,,
,0.106913704,51.45715864,,,,,,,,,,,,,,,,,School,,Danson Primary School,Danson Primary School,1.0,0.0,411.7551882057337,,,,
,0.098421894,51.4476265,,,,,,,,,,,,,,,,,School,,Days Lane Primary School,Days Lane Primary School,1.0,0.0,390.8740843425661,,,,
,0.080847019,51.43641673,,,,,,,,,,,,,,,,,School,,Dulverton Primary School,Dulverton Primary School,0.0,0.0,119.45848004722006,,,,
,0.100263,51.469185,,,,,,,,,,,,,,,,,School,,East Wickham Primary Academy,East Wickham Primary Academy,1.0,0.0,116.75647471293806,,,,
,0.083198962,51.4632998,,,,,,,,,,,,,,,,,School,,Eastcote Primary Academy,Eastcote Primary Academy,1.0,0.0,334.02892198851663,,,,
,0.16896328,51.45793224,,,,,,,,,,,,,,,,,School,,Endeavour Academy Bexley,Endeavour Academy Bexley,0.0,0.0,442.966116426582,,,,
,0.172333545,51.46865276,,,,,,,,,,,,,,,,,School,,Fairford Academy Barnehurst,Fairford Academy Barnehurst,0.0,0.0,257.13534001744557,,,,
,0.121566,51.463108,,,,,,,,,,,,,,,,,School,,Foster's Primary School,Foster's Primary School,0.0,0.0,202.28867882290785,,,,
,0.153265396,51.4544651,,,,,,,,,,,,,,,,,School,,Gravel Hill Primary School,Gravel Hill Primary School,0.0,0.0,93.09721952631183,,,,
,0.187338718,51.45676712,,,,,,,,,,,,,,,,,School,,Haberdashers' Aske's Crayford Temple Grove,Haberdashers' Aske's Crayford Temple Grove,1.0,0.0,156.14443343809432,,,,
,0.192051265,51.47284951,,,,,,,,,,,,,,,,,School,,Haberdashers' Aske's Slade Green Temple Grove,Haberdashers' Aske's Slade Green Temple Grove,1.0,0.0,76.4349966402699,,,,
,0.086709067,51.45841104,,,,,,,,,,,,,,,,,School,,Harris Academy Falconwood,Harris Academy Falconwood,0.0,0.0,163.5164192926224,,,,
,0.133196,51.496377,,,,,,,,,,,,,,,,,School,,Harris Garrard Academy,Harris Garrard Academy,0.0,0.0,139.5623392172239,,,,
,0.118016758,51.47467273,,,,,,,,,,,,,,,,,School,,Hillsgrove Primary School,Hillsgrove Primary School,0.0,0.0,301.7170107390236,,,,
,0.102599544,51.43741395,,,,,,,,,,,,,,,,,School,,Holy Trinity Lamorbey CofE School,Holy Trinity Lamorbey CofE School,1.0,0.0,152.52470153815216,,,,
,0.103875995,51.4613274,,,,,,,,,,,,,,,,,School,,Hook Lane Primary School,Hook Lane Primary School,1.0,0.0,119.91563253138861,,,,
,0.119339,51.419389,,,,,,,,,,,,,,,,,School,,Hope Community School,Hope Community School,0.0,0.0,17.103888630744397,,,,
,0.127697585,51.44119111,,,,,,,,,,,,,,,,,School,,Hurst Primary School,Hurst Primary School,1.0,1.0,272.2994988471326,,,,
,0.113960116,51.4382987,,,,,,,,,,,,,,,,,School,,Hurstmere School,Hurstmere School,1.0,0.0,130.0714320720364,,,,
,0.121571,51.504817,,,,,,,,,,,,,,,,,School,,Jubilee Primary School,Jubilee Primary School,0.0,0.0,183.16513591114386,,,,
,0.166161,51.474235,,,,,,,,,,,,,,,,,School,,Leigh Academy Bexley,Leigh Academy Bexley,0.0,0.0,229.94841456274725,,,,
,0.14892801,51.48300401,,,,,,,,,,,,,,,,,School,,Lessness Heath Primary School,Lessness Heath Primary School,0.0,0.0,129.0920099074615,,,,
,0.090405508,51.43118992,,,,,,,,,,,,,,,,,School,,Longlands Primary School,Longlands Primary School,1.0,0.0,128.83601579167168,,,,
,0.10158423,51.44201703,,,,,,,,,,,,,,,,,School,,Marlborough School,Marlborough School,0.0,0.0,266.33079027669197,,,,
,0.166693,51.456878,,,,,,,,,,,,,,,,,School,,Mayplace Primary School,Mayplace Primary School,0.0,0.0,288.78445195051785,,,,
,0.112909426,51.42372563,,,,,,,,,,,,,,,,,School,,Merton Court School,Merton Court School,0.0,0.0,262.31444959787564,,,,
,0.15671,51.473528,,,,,,,,,,,,,,,,,School,,Northumberland Heath Primary School,Northumberland Heath Primary School,1.0,0.0,172.4970095392235,,,,
,0.13826237,51.49227774,,,,,,,,,,,,,,,,,School,,Northwood Primary School,Northwood Primary School,0.0,0.0,161.6890547534769,,,,
,0.141064525,51.44043203,,,,,,,,,,,,,,,,,School,,Old Bexley CofE School,Old Bexley CofE School,1.0,0.0,36.39555492715965,,,,
,0.110483,51.41968134,,,,,,,,,,,,,,,,,School,,Orchard Primary School,Orchard Primary School,0.0,0.0,254.59192252465184,,,,
,0.091954424,51.4474634,,,,,,,,,,,,,,,,,School,,Our Lady of Rosary Catholic Primary School,Our Lady of Rosary Catholic Primary School,0.0,0.0,450.0049516271296,,,,
,0.115575582,51.46139978,,,,,,,,,,,,,,,,,School,,Park View Academy,Park View Academy,0.0,0.0,35.262281248385875,,,,
,0.134180477,51.49283501,,,,,,,,,,,,,,,,,School,,Parkway Primary School,Parkway Primary School,0.0,1.0,83.18533034928663,,,,
,0.182178,51.470988,,,,,,,,,,,,,,,,,School,,Peareswood Primary School,Peareswood Primary School,0.0,1.0,33.16599378620643,,,,
,0.149023,51.459172,,,,,,,,,,,,,,,,,School,,Pelham Primary School,Pelham Primary School,1.0,0.0,228.50385829978302,,,,
,0.129326,51.430638,,,,,,,,,,,,,,,,,School,,Royal Park Primary Academy,Royal Park Primary Academy,0.0,0.0,624.1928761640368,,,,
,0.171309492,51.45383391,,,,,,,,,,,,,,,,,School,,Shenstone School,Shenstone School,0.0,0.0,255.6858012487967,,,,
,0.110673105,51.44793243,,,,,,,,,,,,,,,,,School,,Sherwood Park Primary School,Sherwood Park Primary School,1.0,0.0,169.02652766233157,,,,
,0.143723,51.490151,,,,,,,,,,,,,,,,,School,,St Augustine of Canterbury CofE Primary School,St Augustine of Canterbury CofE Primary School,1.0,0.0,150.97030959527447,,,,
,0.156981377,51.45415152,,,,,,,,,,,,,,,,,School,,St Catherine's Catholic School,St Catherine's Catholic School,0.0,0.0,162.4989112723362,,,,
,0.155720719,51.45261236,,,,,,,,,,,,,,,,,School,,St Columba's Catholic Boys' School,St Columba's Catholic Boys' School,0.0,0.0,42.25627864863091,,,,
,0.162009363,51.47687382,,,,,,,,,,,,,,,,,School,,St Fidelis Catholic Primary School,St Fidelis Catholic Primary School,1.0,0.0,87.86341918612891,,,,
,0.132153,51.49502,,,,,,,,,,,,,,,,,School,,St John Fisher Catholic Primary School,St John Fisher Catholic Primary School,0.0,0.0,30.167760734667628,,,,
,0.172121173,51.45385658,,,,,,,,,,,,,,,,,School,,St Joseph's Catholic Primary School,St Joseph's Catholic Primary School,1.0,0.0,231.08028189677506,,,,
,0.119927725,51.46947175,,,,,,,,,,,,,,,,,School,,St Michael's East Wickham CofE Primary School,St Michael's East Wickham CofE Primary School,0.0,0.0,292.90961073044997,,,,
,0.177586019,51.45529111,,,,,,,,,,,,,,,,,School,,St Paulinus CofE Primary School,St Paulinus CofE Primary School,0.0,0.0,82.87490774728363,,,,
,0.117489654,51.42091891,,,,,,,,,,,,,,,,,School,,St Peter Chanel Catholic Primary School,St Peter Chanel Catholic Primary School,0.0,0.0,198.97130807785263,,,,
,0.10462913,51.46445462,,,,,,,,,,,,,,,,,School,,St Stephen's Catholic Primary School,St Stephen's Catholic Primary School,0.0,0.0,164.47499537639035,,,,
,0.139288,51.466788,,,,,,,,,,,,,,,,,School,,St Thomas More Catholic Primary School,St Thomas More Catholic Primary School,0.0,0.0,224.36612907700777,,,,
,0.191925501,51.47222251,,,,,,,,,,,,,,,,,School,,St Paul's (Slade Green) CofE Primary School,St Paul's (Slade Green) CofE Primary School,0.0,0.0,11.803524479634298,,,,
,0.139767,51.45025,,,,,,,,,,,,,,,,,School,,Townley Grammar School,Townley Grammar School,0.0,1.0,78.58509528712497,,,,
,0.160677,51.485253,,,,,,,,,,,,,,,,,School,,Trinity CofE School,Trinity CofE School,0.0,0.0,280.5376381494762,,,,
,0.13696,51.46165,,,,,,,,,,,,,,,,,School,,Upland Primary School,Upland Primary School,0.0,0.0,153.181598721924,,,,
,0.135756462,51.44999517,,,,,,,,,,,,,,,,,School,,Upton Primary School,Upton Primary School,1.0,0.0,188.39409097614765,,,,
,0.112826,51.46841,,,,,,,,,,,,,,,,,School,,Welling School,Welling School,0.0,1.0,100.59259619654358,,,,
,0.101934753,51.42913409,,,,,,,,,,,,,,,,,School,,West Lodge School,West Lodge School,0.0,0.0,113.40018064509195,,,,
,0.125303,51.497376,,,,,,,,,,,,,,,,,School,,Willow Bank Primary School,Willow Bank Primary School,0.0,0.0,171.511624091681,,,,
,0.170335,51.471451,,,,,,,,,,,,,,,,,School,,Woodside Academy,Woodside Academy,0.0,0.0,29.08050495267148,,,,
,0.142308939,51.45579519,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Albion Road west of Royal Oak Road,,,,Public realm scheme,,,
,0.144257668,51.45541783,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Albion Road near Townley Road,,,,Public realm scheme,,,
,0.147731521,51.45489927,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Albion Road near Pincott Road,,,,Public realm scheme,,,
,0.148611823,51.45484687,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Albion Road near Highland Road,,,,Public realm scheme,,,
,0.151722675,51.45434609,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Albion Road west of Gravel Hill,,,,Public realm scheme,,,
,0.15242005,51.45456003,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Gravel Hill north of Albion Road,,,,Public realm scheme,,,
,0.152137545,51.45355914,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Gravel Hill north of Lynsted Close,,,,Public realm scheme,,,
,0.153030029,51.45542778,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Broadway ,,,,Public realm scheme,,,
,,,,,,,,,,,,,,,,,,,Completed crossing,2018.0,2018,Harrow Manorway flyover,,,,Public realm scheme,,,
,0.121176336,51.49580587,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Harrow Manorway south of Yarnton Way,,,,Public realm scheme,,,
,0.121144149,51.49674099,,,,,,,,,,,,,,,,,Completed crossing,2021.0,2021,Harrow Manorway north of Yarnton Way,,,,Public realm scheme,,,
,0.121165607,51.49723525,,,,,,,,,,,,,,,,,Completed crossing,2022.0,2022,Harrow Manorway north of Godstow Road,,,,Public realm scheme,,,
,0.12029408,51.49624375,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Eynsham Drive west of Harrow Manorway,,,,Public realm scheme,,,
,0.119999332,51.49622107,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Yarnton Way east of Harrow Manorway,,,,Public realm scheme,,,
,0.133795314,51.49310069,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Alsike Road near Parkway Primary School,,,,Miscellaneous,,,
,0.108297029,51.43469632,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Hurst Road near no. 73,,,,Miscellaneous,,,
,0.169514695,51.47160029,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Colyers Lane near Northumberland Way,,,,Miscellaneous,,,
,0.110047027,51.46893854,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Upper Wickham Lane near Queens Road,,,,Miscellaneous,,,
,0.113794964,51.44895973,,,,,,,,,,,,,,,,,Completed crossing,2017.0,2017,Blackfen Road near no. 437,,,,Miscellaneous,,,
,0.125343308,51.4391037,,,,,,,,,,,,,,,,,Completed crossing,2018.0,2018,Hurst Road near no. 387,,,,Miscellaneous,,,
,0.137805015,51.49391809,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Yarnton Way near Northwood Place,,,,Miscellaneous,,,
,0.088829269,51.42888447,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Main Road near Northcote Road,,,,Miscellaneous,,,
,0.16820993,51.45104525,,,,,,,,,,,,,,,,,Completed crossing,2019.0,2019,Bourne Road near Hall Place Crescent,,,,Miscellaneous,,,
,0.151538465,51.46275507,,,,,,,,,,,,,,,,,Completed crossing,2021.0,2021,Long Lane near no. 36,,,,Miscellaneous,,,
,0.160593842,51.48515007,,,,,,,,,,,,,,,,,Completed crossing,2021.0,2021,Erith Road near no. 131 - Trinity School,,,,Miscellaneous,,,
,0.180342194,51.48185253,,,,,,,,,,,,,,,,,Completed crossing,2022.0,2022,Erith High Street near Saltford Close,,,,Public realm scheme,,,
